sep=,
Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Short-Term Exit Traffic Prediction of a Toll Station Based on LSTM","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_41","Ying LinRunfang WangRui ZhuTong LiZhan WangMaoyu Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_41","Chapter"
"Real-Time Probabilistic Approach for Traffic Prediction on IoT Data Streams","Neural Information Processing","","","","10.1007/978-3-030-63823-8_72","Sanket MishraRaghunathan BalanAnkit ShibuChittaranjan Hota","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_72","Chapter"
"A Spatial and Sequential Combined Method for Web Service Classification","Web and Big Data","","","","10.1007/978-3-030-60259-8_56","Xin WangJin LiuXiao LiuXiaohui CuiHao Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_56","Chapter"
"Leakage Assessment Through Neural Estimation of the Mutual Information","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-61638-0_9","Valence CristianiMaxime LecomtePhilippe Maurine","2020","http://link.springer.com/chapter/10.1007/978-3-030-61638-0_9","Chapter"
"Nation-wide human mobility prediction based on graph neural networks","Applied Intelligence","","52","4","10.1007/s10489-021-02645-3","Fernando Terroso-SáenzAndrés Muñoz","2022","http://link.springer.com/article/10.1007/s10489-021-02645-3","Article"
"Embeddings Based Parallel Stacked Autoencoder Approach for Dimensionality Reduction and Predictive Maintenance of Vehicles","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","10.1007/978-3-030-66770-2_10","Vandan RevanurAyodeji AyibiowuMahmoud RahatReza Khoshkangini","2020","http://link.springer.com/chapter/10.1007/978-3-030-66770-2_10","Chapter"
"HGAR: Hybrid Granular Algorithm for Rating Recommendation","Rough Sets","","","","10.1007/978-3-030-52705-1_20","Fulan QianYafan HuangJianhong LiShu ZhaoJie ChenXiangyang WangYanping Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-52705-1_20","Chapter"
"Social-path embedding-based transformer for graduation development prediction","Applied Intelligence","","","","10.1007/s10489-022-03268-y","Guangze YangYong OuyangZhiwei YeRong GaoYawen Zeng","2022","http://link.springer.com/article/10.1007/s10489-022-03268-y","Article"
"Triggering Proactive Business Process Adaptations via Online Reinforcement Learning","Business Process Management","","","","10.1007/978-3-030-58666-9_16","Andreas MetzgerTristan KleyAlexander Palm","2020","http://link.springer.com/chapter/10.1007/978-3-030-58666-9_16","Chapter"
"Cyber Security Issues in the COVID-19 Times","Proceedings of International Conference on Computational Intelligence, Data Science and Cloud Computing","","","","10.1007/978-981-33-4968-1_52","Moutushi SinghIndraneel Mukhopadhyay","2021","http://link.springer.com/chapter/10.1007/978-981-33-4968-1_52","Chapter"
"Topological Data Analysis for Arrhythmia Detection Through Modular Neural Networks","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_17","Meryll DindinYuhei UmedaFrederic Chazal","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_17","Chapter"
"Preface to the Special Issue AI4MOOCs: Artificial Intelligence, Sensoring, Modeling and Assessment for MOOCs. A Step Beyond","International Journal of Artificial Intelligence in Education","","31","2","10.1007/s40593-021-00255-1","Filippo SciarroneCarla LimongelliOlga C. SantosMarco Temperini","2021","http://link.springer.com/article/10.1007/s40593-021-00255-1","Article"
"Leveraging Neural Network-Based Model for Context Classification of Classroom Dialogue Text","Technology in Education. Innovations for Online Teaching and Learning","","","","10.1007/978-981-33-4594-2_27","Shunwei LeiJinlin LiYu SongYingshan ShenLap-Kei LeeTianyong Hao","2020","http://link.springer.com/chapter/10.1007/978-981-33-4594-2_27","Chapter"
"A Systematic Approach to Building Autoencoders for Intrusion Detection","Silicon Valley Cybersecurity Conference","","","","10.1007/978-3-030-72725-3_14","Youngrok SongSangwon HyunYun-Gyung Cheong","2021","http://link.springer.com/chapter/10.1007/978-3-030-72725-3_14","Chapter"
"Scalable Tabular Metadata Location and Classification in Large-Scale Structured Datasets","Database and Expert Systems Applications","","","","10.1007/978-3-030-86472-9_4","Kazi IslamMichael Gubanov","2021","http://link.springer.com/chapter/10.1007/978-3-030-86472-9_4","Chapter"
"Building a Chatbot Using Transfer Learning","Natural Language Processing Projects","","","","10.1007/978-1-4842-7386-9_9","Akshay KulkarniAdarsha ShivanandaAnoosh Kulkarni","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7386-9_9","Chapter"
"Incorporating Item Response Theory into Knowledge Tracing","Artificial Intelligence in Education","","","","10.1007/978-3-030-78270-2_20","Geoffrey ConverseShi PuSuely Oliveira","2021","http://link.springer.com/chapter/10.1007/978-3-030-78270-2_20","Chapter"
"Dynamic Gas Estimation of Loops Using Machine Learning","Blockchain and Trustworthy Systems","","","","10.1007/978-981-15-9213-3_34","Chunmiao LiShijie NieYang CaoYijun YuZhenjiang Hu","2020","http://link.springer.com/chapter/10.1007/978-981-15-9213-3_34","Chapter"
"Non-intrusive Load Monitoring Based on Regularized ResNet with Multivariate Control Chart","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58802-1_47","Cheolhwan OhJongpil Jeong","2020","http://link.springer.com/chapter/10.1007/978-3-030-58802-1_47","Chapter"
"Story Point Based Effort Estimation Model with Machine Learning Techniques in Healthcare","Futuristic Trends in Network and Communication Technologies","","","","10.1007/978-981-16-1480-4_50","Shanu VermaRashmi PopliHarish KumarRohit Tanwar","2021","http://link.springer.com/chapter/10.1007/978-981-16-1480-4_50","Chapter"
"Extreme Learning Machine with Evolutionary Parameter Tuning Applied to Forecast the Daily Natural Flow at Cahora Bassa Dam, Mozambique","Bioinspired Optimization Methods and Their Applications","","","","10.1007/978-3-030-63710-1_20","Alfeu D. MartinhoCelso B. M. RibeiroYulia GorodetskayaTales L. FonsecaLeonardo Goliatt","2020","http://link.springer.com/chapter/10.1007/978-3-030-63710-1_20","Chapter"
"A Multi-view Ensemble of Deep Models for the Detection of Deviant Process Instances","ECML PKDD 2020 Workshops","","","","10.1007/978-3-030-65965-3_16","Francesco FolinoGianluigi FolinoMassimo GuarascioLuigi Pontieri","2020","http://link.springer.com/chapter/10.1007/978-3-030-65965-3_16","Chapter"
"Data Science Techniques, Tools and Algorithms","Foundations of Data Science Based Healthcare Internet of Things","","","","10.1007/978-981-33-6460-8_4","Parikshit N. MahalleSheetal S. Sonawane","2021","http://link.springer.com/chapter/10.1007/978-981-33-6460-8_4","Chapter"
"Personalised Material and Course Recommendation System for High School Students","Artificial Intelligence in Education and Teaching Assessment","","","","10.1007/978-981-16-6502-8_16","Simbarashe TemboJin Chen","2021","http://link.springer.com/chapter/10.1007/978-981-16-6502-8_16","Chapter"
"Exploring the Influence of Data Aggregation in Parking Prediction","Database and Expert Systems Applications","","","","10.1007/978-3-030-59028-4_8","Shereen ElsayedDaniela ThyssensShabanaz ChamurallyArslan TariqHadi Samer Jomaa","2020","http://link.springer.com/chapter/10.1007/978-3-030-59028-4_8","Chapter"
"A Time Dependent Epidemiology Model for Hospital Resource Management in Usual Scenarios and Pandemic","ICDSMLA 2020","","","","10.1007/978-981-16-3690-5_44","Aditya BoraAtharva NiraliChetana ChaudhariDhananjay GavadeVikramdas Vaishnav","2022","http://link.springer.com/chapter/10.1007/978-981-16-3690-5_44","Chapter"
"Predicting the Default Borrowers in P2P Platform Using Machine Learning Models","Artificial Intelligence and Sustainable Computing for Smart City","","","","10.1007/978-3-030-82322-1_20","Li-Hua LiAlok Kumar SharmaRamli AhmadRung-Ching Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-82322-1_20","Chapter"
"An Efficient K-Means Clustering Algorithm for Analysing COVID-19","Hybrid Intelligent Systems","","","","10.1007/978-3-030-73050-5_43","Md. ZubairMD. Asif IqbalAvijeet ShilEnamul HaqueMohammed Moshiul HoqueIqbal H. Sarker","2021","http://link.springer.com/chapter/10.1007/978-3-030-73050-5_43","Chapter"
"Fake News and Hostile Posts Detection Using an Ensemble Learning Model","Combating Online Hostile Posts in Regional Languages during Emergency Situation","","","","10.1007/978-3-030-73696-5_8","Siyao ZhouJie LiHaiyan Ding","2021","http://link.springer.com/chapter/10.1007/978-3-030-73696-5_8","Chapter"
"Deep Performance Factors Analysis for Knowledge Tracing","Artificial Intelligence in Education","","","","10.1007/978-3-030-78292-4_27","Shi PuGeoffrey ConverseYuchi Huang","2021","http://link.springer.com/chapter/10.1007/978-3-030-78292-4_27","Chapter"
"An ensemble approach for healthcare application and diagnosis using natural language processing","Cognitive Neurodynamics","","","","10.1007/s11571-021-09758-y","Badi AlekhyaR. Sasikumar","2022","http://link.springer.com/article/10.1007/s11571-021-09758-y","Article"
"Time-Aware Attentive Neural Network for News Recommendation with Long- and Short-Term User Representation","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_7","Yitong PangYiming ZhangJianing TongZhihua Wei","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_7","Chapter"
"Rumor Detection on Microblogs Using Dual-Grained Feature via Graph Neural Networks","PRICAI 2021: Trends in Artificial Intelligence","","","","10.1007/978-3-030-89363-7_16","Shouzhi XuXiaodi LiuKai MaFangmin DongShunzhi XiangChangsong Bing","2021","http://link.springer.com/chapter/10.1007/978-3-030-89363-7_16","Chapter"
"Information Diffusion Prediction with Personalized Graph Neural Networks","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_34","Yao WuHong HuangHai Jin","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_34","Chapter"
"Emerging Trends in Higher Education During Pandemic Covid-19: An Impact Study from West Bengal","Intelligent Data Analysis for COVID-19 Pandemic","","","","10.1007/978-981-16-1574-0_8","K. Mourlin","2021","http://link.springer.com/chapter/10.1007/978-981-16-1574-0_8","Chapter"
"Learning Based Methods for Code Runtime Complexity Prediction","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_21","Jagriti SikkaKushal SatyaYaman KumarShagun UppalRajiv Ratn ShahRoger Zimmermann","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_21","Chapter"
"CropWaterNeed: A Machine Learning Approach for Smart Agriculture","ITNG 2021 18th International Conference on Information Technology-New Generations","","","","10.1007/978-3-030-70416-2_5","Malek FredjRima GratiKhouloud Boukadi","2021","http://link.springer.com/chapter/10.1007/978-3-030-70416-2_5","Chapter"
"Analysis of Language Inspired Trace Representation for Anomaly Detection","ADBIS, TPDL and EDA 2020 Common Workshops and Doctoral Consortium","","","","10.1007/978-3-030-55814-7_25","Gabriel Marques TavaresSylvio Barbon Jr.","2020","http://link.springer.com/chapter/10.1007/978-3-030-55814-7_25","Chapter"
"Explore the Relationship Between COVID-19 Testing Rates with the Number of Cases","Proceedings of the International Conference on Artificial Intelligence and Computer Vision (AICV2021)","","","","10.1007/978-3-030-76346-6_4","Michael Lahzi GaidSaid A. Salloum","2021","http://link.springer.com/chapter/10.1007/978-3-030-76346-6_4","Chapter"
"Propagation of Fake News on Social Media: Challenges and Opportunities","Computational Data and Social Networks","","","","10.1007/978-3-030-66046-8_28","Saqib HakakWazir Zada KhanSweta BhattacharyaG. Thippa ReddyKim-Kwang Raymond Choo","2020","http://link.springer.com/chapter/10.1007/978-3-030-66046-8_28","Chapter"
"Design of Automatic Answer Checker","Congress on Intelligent Systems","","","","10.1007/978-981-33-6984-9_20","Ekta TyagiDeekshaLokesh Chouhan","2021","http://link.springer.com/chapter/10.1007/978-981-33-6984-9_20","Chapter"
"Human Mobility Prediction Using k-Latest Check-ins","Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","","","","10.1007/978-981-16-8062-5_3","Tinh Cong DaoHai Thanh Nguyen","2021","http://link.springer.com/chapter/10.1007/978-981-16-8062-5_3","Chapter"
"MLAB-BiLSTM: Online Web Attack Detection Via Attention-Based Deep Neural Networks","Security and Privacy in Digital Economy","","","","10.1007/978-981-15-9129-7_33","Jun YangMengyu ZhouBaojiang Cui","2020","http://link.springer.com/chapter/10.1007/978-981-15-9129-7_33","Chapter"
"Storage Mechanism for Heterogeneous Streamed Sensor Data","Inventive Communication and Computational Technologies","","","","10.1007/978-981-16-5529-6_42","J. RubyDinakarS. Vagdevi","2022","http://link.springer.com/chapter/10.1007/978-981-16-5529-6_42","Chapter"
"Learning to Answer Complex Questions with Evidence Graph","Web and Big Data","","","","10.1007/978-3-030-60259-8_20","Gao GuBohan LiHan GaoMeng Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_20","Chapter"
"Composition of Ensembles of Recurrent Neural Networks for Phishing Websites Detection","Databases and Information Systems","","","","10.1007/978-3-030-57672-1_22","Paulius VaitkeviciusVirginijus Marcinkevicius","2020","http://link.springer.com/chapter/10.1007/978-3-030-57672-1_22","Chapter"
"Introduction","Mobility Data-Driven Urban Traffic Monitoring","","","","10.1007/978-981-16-2241-0_1","Zhidan LiuKaishun Wu","2021","http://link.springer.com/chapter/10.1007/978-981-16-2241-0_1","Chapter"
"Machine Learning or Expert Systems that Is the Question, Which Is to Be Used by a Public Administration","Electronic Government and the Information Systems Perspective","","","","10.1007/978-3-030-58957-8_15","Iván Futó","2020","http://link.springer.com/chapter/10.1007/978-3-030-58957-8_15","Chapter"
"A Comparative Analysis of State-of-the-Art Recommendation Techniques in the Movie Domain","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58811-3_8","Dalia ValerianiGiuseppe SansonettiAlessandro Micarelli","2020","http://link.springer.com/chapter/10.1007/978-3-030-58811-3_8","Chapter"
"On the Importance of Pooling Layer Tuning for Profiling Side-Channel Analysis","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-81645-2_8","Lichao WuGuilherme Perin","2021","http://link.springer.com/chapter/10.1007/978-3-030-81645-2_8","Chapter"
"Hybrid Cloud Native Framework for Smart City Applications","Advances in Deep Learning, Artificial Intelligence and Robotics","","","","10.1007/978-3-030-85365-5_8","Amit Kar","2022","http://link.springer.com/chapter/10.1007/978-3-030-85365-5_8","Chapter"
"DeepStyle: User Style Embedding for Authorship Attribution of Short Texts","Web and Big Data","","","","10.1007/978-3-030-60290-1_17","Zhiqiang HuRoy Ka-Wei LeeLei WangEe-peng LimBo Dai","2020","http://link.springer.com/chapter/10.1007/978-3-030-60290-1_17","Chapter"
"Concept Drift Detection with Denoising Autoencoder in Incomplete Data","Mobile and Ubiquitous Systems: Computing, Networking and Services","","","","10.1007/978-3-030-94822-1_35","Jun MuraoKei YonekawaMori KurokawaDaichi AmagataTakuya MaekawaTakahiro Hara","2022","http://link.springer.com/chapter/10.1007/978-3-030-94822-1_35","Chapter"
"AURORA: A Unified fRamework fOR Anomaly detection on multivariate time series","Data Mining and Knowledge Discovery","","35","5","10.1007/s10618-021-00771-7","Lin ZhangWenyu ZhangMaxwell J. McNeilNachuan ChengwangDavid S. MattesonPetko Bogdanov","2021","http://link.springer.com/article/10.1007/s10618-021-00771-7","Article"
"Document Representation with Representative Sets and Document Similarity at Sentence Level Using Maximum Matching in Bipartite Graph","Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","","","","10.1007/978-981-16-8062-5_1","Duc-Thinh LeNhat-Anh Pham-HoangVi-Minh LuongHoang-Quoc Nguyen-SonMinh-Triet Tran","2021","http://link.springer.com/chapter/10.1007/978-981-16-8062-5_1","Chapter"
"Big Data and Machine Intelligence in Software Platforms for Smart Cities","Software Architecture","","","","10.1007/978-3-030-59155-7_2","Mubashir Ali","2020","http://link.springer.com/chapter/10.1007/978-3-030-59155-7_2","Chapter"
"Network Anomaly Detection Using Federated Learning and Transfer Learning","Security and Privacy in Digital Economy","","","","10.1007/978-981-15-9129-7_16","Ying ZhaoJunjun ChenQianling GuoJian TengDi Wu","2020","http://link.springer.com/chapter/10.1007/978-981-15-9129-7_16","Chapter"
"The Impact of COVID-19 on E-learning: Advantages and Challenges","Proceedings of the International Conference on Artificial Intelligence and Computer Vision (AICV2021)","","","","10.1007/978-3-030-76346-6_8","Batool M. AmarnehMuhammad Turki AlshuridehBarween H. Al KurdiZaid Obeidat","2021","http://link.springer.com/chapter/10.1007/978-3-030-76346-6_8","Chapter"
"Node Classification in Temporal Graphs Through Stochastic Sparsification and Temporal Structural Convolution","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_20","Cheng ZhengBo ZongWei ChengDongjin SongJingchao NiWenchao YuHaifeng ChenWei Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_20","Chapter"
"Fuzzy Spatio-Temporal Data Analysis on Disease Outbreaks and Air Transportation","Intelligent and Fuzzy Techniques for Emerging Conditions and Digital Transformation","","","","10.1007/978-3-030-85626-7_109","Mohammad Khodizadeh-NahariNasser GhadiriAli Ghadiri","2022","http://link.springer.com/chapter/10.1007/978-3-030-85626-7_109","Chapter"
"Anomaly Based Detection of Cross Site Scripting Attack in Web Applications Using Gradient Boosting Classifier","Advanced Informatics for Computing Research","","","","10.1007/978-981-16-3653-0_20","P. SriramyaS. KalaiarasiN. Bharathi","2021","http://link.springer.com/chapter/10.1007/978-981-16-3653-0_20","Chapter"
"Condensed Discriminative Question Set for Reliable Exam Score Prediction","Artificial Intelligence in Education","","","","10.1007/978-3-030-78270-2_79","Jung Hoon KimJineon BaekChanyou HwangChan BaeJuneyoung Park","2021","http://link.springer.com/chapter/10.1007/978-3-030-78270-2_79","Chapter"
"Machine Learning – The Results Are Not the only Thing that Matters! What About Security, Explainability and Fairness?","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_46","Michał ChoraśMarek PawlickiDamian PuchalskiRafał Kozik","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_46","Chapter"
"Performance Analysis of Multilayer Perceptron in Profiling Side-Channel Analysis","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-030-61638-0_12","Léo Weissbart","2020","http://link.springer.com/chapter/10.1007/978-3-030-61638-0_12","Chapter"
"Grid Imbalance Prediction Using Particle Swarm Optimization and Neural Networks","Artificial Intelligence for Knowledge Management, Energy, and Sustainability","","","","10.1007/978-3-030-96592-1_7","Eren DeliaslanDenizhan GuvenMehmet Özgür KayalicaM. Berker Yurtseven","2022","http://link.springer.com/chapter/10.1007/978-3-030-96592-1_7","Chapter"
"Learning to Sparsify Travelling Salesman Problem Instances","Integration of Constraint Programming, Artificial Intelligence, and Operations Research","","","","10.1007/978-3-030-78230-6_26","James FitzpatrickDeepak AjwaniPaula Carroll","2021","http://link.springer.com/chapter/10.1007/978-3-030-78230-6_26","Chapter"
"Knowledge-Driven Multi-dimensional Dialogue Rewriting Model","Web and Big Data. APWeb-WAIM 2020 International Workshops","","","","10.1007/978-981-16-0479-9_5","Xiangwei GuoYongli WangGang XiaoFeifei Ma","2021","http://link.springer.com/chapter/10.1007/978-981-16-0479-9_5","Chapter"
"KASR: Knowledge-Aware Sequential Recommendation","Web and Big Data","","","","10.1007/978-3-030-60259-8_36","Qingqin WangYun XiongYangyong ZhuPhilip S. Yu","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_36","Chapter"
"To Ensemble or Not Ensemble: When Does End-to-End Training Fail?","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_7","Andrew WebbCharles ReynoldsWenlin ChenHenry ReeveDan IliescuMikel LujánGavin Brown","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_7","Chapter"
"Location Extraction from Twitter Messages Using a Bidirectional Long Short-Term Memory Neural Network with Conditional Random Field Model","Geographical Information Systems Theory, Applications and Management","","","","10.1007/978-3-030-76374-9_2","Zi ChenBadal PokharelBingnan LiSamsung Lim","2021","http://link.springer.com/chapter/10.1007/978-3-030-76374-9_2","Chapter"
"Experiencer Detection and Automated Extraction of a Family Disease Tree from Medical Texts in Russian Language","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_45","Ksenia BalabaevaSergey Kovalchuk","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_45","Chapter"
"Densely-Connected Transformer with Co-attentive Information for Matching Text Sequences","Web and Big Data","","","","10.1007/978-3-030-60290-1_18","Minxu ZhangYingxia ShaoKai LeiYuesheng ZhuBin Cui","2020","http://link.springer.com/chapter/10.1007/978-3-030-60290-1_18","Chapter"
"TERRABOT—A Multitasking AI","Machine Intelligence and Smart Systems","","","","10.1007/978-981-33-4893-6_38","Anmol KumariKomal GuptaDeepika Rawat","2021","http://link.springer.com/chapter/10.1007/978-981-33-4893-6_38","Chapter"
"A Framework for Sandboxing of Pandemic Spread","Data Analytics and Management","","","","10.1007/978-981-15-8335-3_52","Siddharth Swarup RautarayManjusha PandeyHrushikesha Mohanty","2021","http://link.springer.com/chapter/10.1007/978-981-15-8335-3_52","Chapter"
"Explainable Abusive Language Classification Leveraging User and Network Data","Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track","","","","10.1007/978-3-030-86517-7_30","Maximilian WichEdoardo MoscaAdrian GorniakJohannes HingerlGeorg Groh","2021","http://link.springer.com/chapter/10.1007/978-3-030-86517-7_30","Chapter"
"BERT and Prerequisite Based Ontology for Predicting Learner’s Confusion in MOOCs Discussion Forums","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_10","Abdessamad ChanaaNour-Eddine El Faddouli","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_10","Chapter"
"Detection of Malicious PowerShell Using Word-Level Language Models","Advances in Information and Computer Security","","","","10.1007/978-3-030-58208-1_3","Yui TajiriMamoru Mimura","2020","http://link.springer.com/chapter/10.1007/978-3-030-58208-1_3","Chapter"
"Anomaly Detection in Cellular IoT with Machine Learning","Smart Objects and Technologies for Social Good","","","","10.1007/978-3-030-91421-9_5","Bernardo SantosImran Qayyrm KhanBruno DzogovicBoning FengVan Thuan DoNiels JacotThanh Van Do","2021","http://link.springer.com/chapter/10.1007/978-3-030-91421-9_5","Chapter"
"Automated Grading of Exam Responses: An Extensive Classification Benchmark","Discovery Science","","","","10.1007/978-3-030-88942-5_1","Jimmy LjungmanVanessa LislevandJohn PavlopoulosAlexandra FarazouliZed LeePanagiotis PapapetrouUno Fors","2021","http://link.springer.com/chapter/10.1007/978-3-030-88942-5_1","Chapter"
"AMQAN: Adaptive Multi-Attention Question-Answer Networks for Answer Selection","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_35","Haitian YangWeiqing HuangXuan ZhaoYan WangYuyan ChenBin LvRui MaoNing Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_35","Chapter"
"Prediction of Social Ties Based on Bluetooth Proximity Time Series Data","Advances in Computational Intelligence","","","","10.1007/978-3-030-60887-3_37","José C. Carrasco-JiménezRamon F. BrenaSigfrido Iglesias","2020","http://link.springer.com/chapter/10.1007/978-3-030-60887-3_37","Chapter"
"Human-Centered Artificial Intelligence: Antecedents of Trust for the Usage of Voice Biometrics for Driving Contactless Interactions","HCI International 2020 – Late Breaking Posters","","","","10.1007/978-3-030-60700-5_42","Rohan KathuriaAnanay WadehraVinish Kathuria","2020","http://link.springer.com/chapter/10.1007/978-3-030-60700-5_42","Chapter"
"Graph Convolutional Networks for Student Answers Assessment","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_57","Nisrine Ait KhayiVasile Rus","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_57","Chapter"
"Fuzzy Group Decision-Making Methods","Advances in Fuzzy Group Decision Making","","","","10.1007/978-3-030-86208-4_2","Tin-Chih Toly Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-86208-4_2","Chapter"
"AI and BD in Process Industry: A Literature Review with an Operational Perspective","Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","","","","10.1007/978-3-030-85914-5_61","Rosanna FornasieroDavid F. NettletonLorenz KieblerAlicia Martinez de YusoChiara Eleonora De Marco","2021","http://link.springer.com/chapter/10.1007/978-3-030-85914-5_61","Chapter"
"Author Contributed Representation for Scholarly Network","Web and Big Data","","","","10.1007/978-3-030-60259-8_41","Binglei WangTong XuHao WangYanmin ChenLe ZhangLintao FangGuiquan LiuEnhong Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_41","Chapter"
"FHA: Fast Heuristic Attack Against Graph Convolutional Networks","Discovery Science","","","","10.1007/978-3-030-88942-5_12","Haoxi ZhanXiaobing Pei","2021","http://link.springer.com/chapter/10.1007/978-3-030-88942-5_12","Chapter"
"Emotion Recognition of Speech in Hindi Using Dimensionality Reduction and Machine Learning Techniques","Information and Communication Technology and Applications","","","","10.1007/978-3-030-69143-1_10","Akshat AgrawalAnurag Jain","2021","http://link.springer.com/chapter/10.1007/978-3-030-69143-1_10","Chapter"
"Coarse and Fine-Grained Hostility Detection in Hindi Posts Using Fine Tuned Multilingual Embeddings","Combating Online Hostile Posts in Regional Languages during Emergency Situation","","","","10.1007/978-3-030-73696-5_19","Arkadipta DeVenkatesh ElangovanKaushal Kumar MauryaMaunendra Sankar Desarkar","2021","http://link.springer.com/chapter/10.1007/978-3-030-73696-5_19","Chapter"
"Parameter Identification of RANS Turbulence Model Using Physics-Embedded Neural Network","High Performance Computing","","","","10.1007/978-3-030-59851-8_9","Shirui LuoMadhu VellakalSeid KoricVolodymyr KindratenkoJiahuan Cui","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_9","Chapter"
"Evaluation of a Failure Prediction Model for Large Scale Cloud Applications","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_32","Mohammad S. JassasQusay H. Mahmoud","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_32","Chapter"
"PVFNet: Point-View Fusion Network for 3D Shape Recognition","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_26","Jun YangJisheng Dang","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_26","Chapter"
"LiMNet: Early-Stage Detection of IoT Botnets with Lightweight Memory Networks","Computer Security – ESORICS 2021","","","","10.1007/978-3-030-88418-5_29","Lodovico GiarettaAhmed LekssaysBarbara CarminatiElena FerrariŠarūnas Girdzijauskas","2021","http://link.springer.com/chapter/10.1007/978-3-030-88418-5_29","Chapter"
"Intelligent Power Controller of Wireless Body Area Networks Based on Deep Reinforcement Learning","Bio-inspired Information and Communication Technologies","","","","10.1007/978-3-030-57115-3_21","Peng HeZhenli LiuLei FuZhongyuan TaoJia LiuTong TangZhidu Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-57115-3_21","Chapter"
"Automatic Management of Cloud Applications with Use of Proximal Policy Optimization","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50371-0_6","Włodzimierz FunikaPaweł KoperekJacek Kitowski","2020","http://link.springer.com/chapter/10.1007/978-3-030-50371-0_6","Chapter"
"A Multi-task Approach to Open Domain Suggestion Mining Using Language Model for Text Over-Sampling","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_28","Maitree LeekhaMononito GoswamiMinni Jain","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_28","Chapter"
"Time-Critical Geolocation for Social Good","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_82","Reem Suwaileh","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_82","Chapter"
"Convolutional Neural Network-Based DOA Estimation Using Non-uniform Linear Array for Multipath Channels","Industrial Networks and Intelligent Systems","","","","10.1007/978-3-030-63083-6_4","Van-Sang DoanThien Huynh-TheVan-Phuc HoangDong-Seong Kim","2020","http://link.springer.com/chapter/10.1007/978-3-030-63083-6_4","Chapter"
